,Song Name,Lyrics,single_text
112,Nice For What,"[Intro: Big Freedia & Lauryn Hill]
I wanna know who mothafuckin' representin' in here tonight
Hold on, hold on
I keep lettin' you back in (You back in)
How can I explain myself?

[Chorus: Lauryn Hill & Drake]
Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
(Lil Weezyana shit)
Cry for me, cry for me, you said you'd die for me
(Murda on the beat)
Give to me, give to me, why won't you live for me?
Care for me, care for me, I know you care for me
(A song for y'all to cut up to, you know?)
There for me, there for me, said you'd be there for me (Yeah)
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?
[Verse 1: Drake]
Everybody get your mothafuckin' roll on
I know shorty and she doesn't want no slow song
Had a man last year, life goes on
Haven't let that thing loose, girl, in so long
You've been inside, know you like to lay low
I've been peepin' what you bringin' to the table
Workin' hard, girl, everything paid for
First-last, phone bill, car note, cable
With your phone out, gotta hit them angles
With your phone out, snappin' like you Fabo
And you showin' off, but it's alright
And you showin' off, but it's alright (Alright!)
It's a short life, yeah

[Chorus: Lauryn Hill]
Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?

[Refrain: Drake]
That's a real one in your reflection
Without a follow, without a mention
You really pipin' up on these niggas
You gotta be nice for what to these niggas?
","
i wanna know who mothafuckin representin in here tonight
hold on hold on
i keep lettin you back in you back in
how can i explain myself

chorus lauryn hill  drake
care for me care for me you said youd care for me
there for me there for me said youd be there for me
lil weezyana shit
cry for me cry for me you said youd die for me
murda on the beat
give to me give to me why wont you live for me
care for me care for me i know you care for me
a song for yall to cut up to you know
there for me there for me said youd be there for me yeah
cry for me cry for me you said youd die for me
give to me give to me why wont you live for me
verse 1 drake
everybody get your mothafuckin roll on
i know shorty and she doesnt want no slow song
had a man last year life goes on
havent let that thing loose girl in so long
youve been inside know you like to lay low
ive been peepin what you bringin to the table
workin hard girl everything paid for
firstlast phone bill car note cable
with your phone out gotta hit them angles
with your phone out snappin like you fabo
and you showin off but its alright
and you showin off but its alright alright
its a short life yeah

chorus lauryn hill
care for me care for me you said youd care for me
there for me there for me said youd be there for me
cry for me cry for me you said youd die for me
give to me give to me why wont you live for me

refrain drake
thats a real one in your reflection
without a follow without a mention
you really pipin up on these niggas
you gotta be nice for what to these niggas
"
113,Finesse,"[Intro]
Yeah, turn everything up
Yeah, oh yeah (Oh yeah)
Turn everything up a little more

[Verse 1]
I want my baby to have your eyes
I'm going against my own advice
Should I do New York? I can't decide
Fashion week is more your thing than mine
I can't even lie, I'd rather stay inside
I can't do suit and tie
Can't be in a room with you and stand on different sides
One thing at a time, I have to learn to hide
One thing at a time, emotions running high
I wish you felt alright
[Pre-Chorus]
Just hitting my line
All the time, all the time, all the–
You stay on my mind
All the time, all the time
Yeah

[Chorus]
It takes some finesse
I seen you finesse
He can't know finesse
You stay on my mind

[Verse 2]
You and your sister
Too hot to handle
Things would get cancelled
I would make time for you
Commitment
Going the distance
I'm new to all of this

[Chorus]
It takes some finesse
I seen you finesse
He can't know finesse
You stay on my mind","
yeah turn everything up
yeah oh yeah oh yeah
turn everything up a little more

verse 1
i want my baby to have your eyes
im going against my own advice
should i do new york i cant decide
fashion week is more your thing than mine
i cant even lie id rather stay inside
i cant do suit and tie
cant be in a room with you and stand on different sides
one thing at a time i have to learn to hide
one thing at a time emotions running high
i wish you felt alright
prechorus
just hitting my line
all the time all the time all the–
you stay on my mind
all the time all the time
yeah

chorus
it takes some finesse
i seen you finesse
he cant know finesse
you stay on my mind

verse 2
you and your sister
too hot to handle
things would get cancelled
i would make time for you
commitment
going the distance
im new to all of this

chorus
it takes some finesse
i seen you finesse
he cant know finesse
you stay on my mind"
114,Ratchet Happy Birthday,"[Chorus: Drake & PARTYNEXTDOOR]
It's your fuckin' birthday (Oh, birthday, I need more liquor)
It's a fuckin' celebration (Oh oh)
Tonight we celebrate
Seems like time's out of our control
It's a celebration, oh oh

[Verse 1: Drake]
It's your birthday, baby, it's your birthday
Yeah, who's gonna love you on your worst day?
You talk so tough
I know you're soft like buttercups
Reese's, Reese's, don't be ridiculous
Just say your piece and peace up like Ibiza
Cool your headtop, you hotter than Anitta
Bakin', baby, tell me where I need to–
[Pre-Chorus: Drake]
To be, to feel, and fill that emptiness inside you
Petty bullshit shouldn't excite you
On your birthday

[Chorus: Drake & PARTYNEXTDOOR]
It's your brrrrrrr–
It's your fuckin' birthday (Oh, birthday, I need more liquor)
It's a fuckin' celebration (Oh oh)
Tonight we celebrate
Seems like time's out of our control (Oh oh)
It's a celebration, oh oh

[Verse 2: Drake]
They tried it, they went for it
All year and you're still here, just ignore it
If it ain't the real thing, you don't want it
GG, CC's all on ya
It's your month and you know it (And you know it)
And you know it's real, don't gotta say it for you
And you know somebody home prayin' for you
You say, ""Play this shit,"" they better play it (Ayy, play it)
For you (For you), on time
And I miss the days that you was all mine
Haven't been official in a long time
So tell me where I need to–
","
its your fuckin birthday oh birthday i need more liquor
its a fuckin celebration oh oh
tonight we celebrate
seems like times out of our control
its a celebration oh oh

verse 1 drake
its your birthday baby its your birthday
yeah whos gonna love you on your worst day
you talk so tough
i know youre soft like buttercups
reeses reeses dont be ridiculous
just say your piece and peace up like ibiza
cool your headtop you hotter than anitta
bakin baby tell me where i need to–
prechorus drake
to be to feel and fill that emptiness inside you
petty bullshit shouldnt excite you
on your birthday

chorus drake  partynextdoor
its your brrrrrrr–
its your fuckin birthday oh birthday i need more liquor
its a fuckin celebration oh oh
tonight we celebrate
seems like times out of our control oh oh
its a celebration oh oh

verse 2 drake
they tried it they went for it
all year and youre still here just ignore it
if it aint the real thing you dont want it
gg ccs all on ya
its your month and you know it and you know it
and you know its real dont gotta say it for you
and you know somebody home prayin for you
you say play this shit they better play it ayy play it
for you for you on time
and i miss the days that you was all mine
havent been official in a long time
so tell me where i need to–
"
115,That’s How You Feel,"[Intro: Drake]
Yeah, woo

[Verse 1: Drake]
I'm just in the cut sittin' sideways
Way that you lookin' all the time
Time gets to tickin' and it takes a toll
Told you I couldn't really draw the line
Line ringin', sayin' that you told him things
Things that you could've kept inside
Sidetrackin' me when I was good to you
You were somebody I would stand behind
[Chorus: Drake]
I know you like to drink 'til the sun up
Grind 'til you come up
Work all winter, shine all summer
Ride for your brother
You die for your mother
Keep that shit a hunna
I know you wanna
Vacay to a place where you could
Take pictures, post on Insta
Your friends say they miss ya
But they don't really miss ya
[Refrain: Nicki Minaj & (DJ Boof)]
Rule number one, to be a boss-ass bitch (Uh-huh)
Never let a clown nigga try to play you (Okay)
If he play you, then rule number two (Okay)
Is fuck his best friends and make 'em yes men (Okay)
And– (Wow, that's how you feel?)
[Verse 2: Drake]
I'm just in the cut sittin' sideways
Way that you lookin' all the time
Time, it done left you with a broken heart
Hardly excuses how you play with mine
Mindin' my business and you show up
Up to no good, I should've seen the signs
Signin' me up to do your dirty work
Workin' to try and get you off my mind
","
yeah woo

verse 1 drake
im just in the cut sittin sideways
way that you lookin all the time
time gets to tickin and it takes a toll
told you i couldnt really draw the line
line ringin sayin that you told him things
things that you couldve kept inside
sidetrackin me when i was good to you
you were somebody i would stand behind
chorus drake
i know you like to drink til the sun up
grind til you come up
work all winter shine all summer
ride for your brother
you die for your mother
keep that shit a hunna
i know you wanna
vacay to a place where you could
take pictures post on insta
your friends say they miss ya
but they dont really miss ya
refrain nicki minaj  dj boof
rule number one to be a bossass bitch uhhuh
never let a clown nigga try to play you okay
if he play you then rule number two okay
is fuck his best friends and make em yes men okay
and– wow thats how you feel
verse 2 drake
im just in the cut sittin sideways
way that you lookin all the time
time it done left you with a broken heart
hardly excuses how you play with mine
mindin my business and you show up
up to no good i shouldve seen the signs
signin me up to do your dirty work
workin to try and get you off my mind
"
116,Blue Tint,"[Intro: Future]
Mario
Pluto
Gang, gang, gang, gang, gang

[Chorus: Drake]
Look who I'm fuckin' again
I had her on ice but then
I watched the ice get thin
Now, does she sink or swim?
[Post-Chorus: Drake & Future]
She had an attitude in the summer
But she bein' nice again (She bein' nice)
Double my price again (Double my price)
Top of the charts, back in they hearts
Nigga, he strikes again, whoa
Some niggas bitter with life and they hate me
They wanna put knife in my ribs, whoa

[Verse 1: Drake]
Way this shit set up I live like Ronaldo
But I never been in Madrid, whoa
She said that that she workin', I told her come over
And we can get right at the crib, whoa
She finish at 6 but then say she got court in the morning to fight for her kid
I told her I'd pray for the kid

[Pre-Chorus: Drake & Future]
What a time this is (Whoa)
To be alive for this shit (Yeah)
President doin' us in (Woo)
My window got blue in the tint (Skrrt)
Did this shit once and I'd do it again

[Chorus: Drake]
Look who I'm fuckin' again
I had her on ice but then
I watched the ice get thin
Now, does she sink or swim?
","
mario
pluto
gang gang gang gang gang

chorus drake
look who im fuckin again
i had her on ice but then
i watched the ice get thin
now does she sink or swim
postchorus drake  future
she had an attitude in the summer
but she bein nice again she bein nice
double my price again double my price
top of the charts back in they hearts
nigga he strikes again whoa
some niggas bitter with life and they hate me
they wanna put knife in my ribs whoa

verse 1 drake
way this shit set up i live like ronaldo
but i never been in madrid whoa
she said that that she workin i told her come over
and we can get right at the crib whoa
she finish at 6 but then say she got court in the morning to fight for her kid
i told her id pray for the kid

prechorus drake  future
what a time this is whoa
to be alive for this shit yeah
president doin us in woo
my window got blue in the tint skrrt
did this shit once and id do it again

chorus drake
look who im fuckin again
i had her on ice but then
i watched the ice get thin
now does she sink or swim
"
117,In My Feelings,"[Intro: Drake]
Trap, TrapMoneyBenny
This shit got me in my feelings
Gotta be real with it, yeah

[Chorus: Drake]
Kiki, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always
KB, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always
[Verse: Drake]
Look, the new me is really still the real me
I swear you gotta feel me before they try and kill me
They gotta make some choices, they runnin' out of options
'Cause I've been goin' off and they don't know when it's stoppin'
And when you get to toppin', I see that you've been learnin'
And when I take you shoppin', you spend it like you earned it
And when you popped off on your ex he deserved it
I thought you were the one from the jump, that confirmed it
TrapMoneyBenny, ayy
I buy you Champagne but you love some Henny
From the block like you Jenny
I know you special, girl, 'cause I know too many

[Chorus: Drake]
'Resha, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always
JT, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always

[Interlude: JT, Yung Miami, Drake & Magnolia Shorty]
Two bad bitches and we kissin' in the Wraith
Kissin'-kissin' in the Wraith, kiss-kissin' in the Wraith
I need that black card and the code to the safe
Code to the safe, code-code to the safe-safe
I show him how that neck work
Fuck that Netflix and chill—what's your net-net-net worth?
'Cause I want ya, and I need ya
And I'm down for you always
Yeah, yeah, yeah, yeah, he bad
And I'm down for you always
Yeah, yeah, yeah, guess who's back
And I'm down for you always
D-down for you al–
Black biggy biggy black biggy black blake
D-d-down for you always
I got a new boy, and that nigga trade!
","
trap trapmoneybenny
this shit got me in my feelings
gotta be real with it yeah

chorus drake
kiki do you love me are you riding
say youll never ever leave from beside me
cause i want ya and i need ya
and im down for you always
kb do you love me are you riding
say youll never ever leave from beside me
cause i want ya and i need ya
and im down for you always
verse drake
look the new me is really still the real me
i swear you gotta feel me before they try and kill me
they gotta make some choices they runnin out of options
cause ive been goin off and they dont know when its stoppin
and when you get to toppin i see that youve been learnin
and when i take you shoppin you spend it like you earned it
and when you popped off on your ex he deserved it
i thought you were the one from the jump that confirmed it
trapmoneybenny ayy
i buy you champagne but you love some henny
from the block like you jenny
i know you special girl cause i know too many

chorus drake
resha do you love me are you riding
say youll never ever leave from beside me
cause i want ya and i need ya
and im down for you always
jt do you love me are you riding
say youll never ever leave from beside me
cause i want ya and i need ya
and im down for you always

interlude jt yung miami drake  magnolia shorty
two bad bitches and we kissin in the wraith
kissinkissin in the wraith kisskissin in the wraith
i need that black card and the code to the safe
code to the safe codecode to the safesafe
i show him how that neck work
fuck that netflix and chill—whats your netnetnet worth
cause i want ya and i need ya
and im down for you always
yeah yeah yeah yeah he bad
and im down for you always
yeah yeah yeah guess whos back
and im down for you always
ddown for you al–
black biggy biggy black biggy black blake
dddown for you always
i got a new boy and that nigga trade
"
118,Don’t Matter to Me,"[Verse 1: Drake]
Ayy, wild things you're doin' at night
Trips to wherever feels right
Doin' it all just to feel things
Drinking's enough of a vice
Drugs just aren't suiting you right
You were just fine as a real thing, thing

[Refrain: Drake]
You, you, you know
That's not the way to get over me
I don't know what you're sayin'
You, you, you know
That's not the way to get over me
[Pre-Chorus: Michael Jackson]
All of a sudden you say you don't want me no more
All of a sudden you say that I closed the door

[Chorus: Michael Jackson]
It don't matter to me
It don't matter to me what you say
It don't matter to me
It don't matter to me what you say

[Verse 2: Drake]
I can't recover from our last conversation
You called me weak
And you tested my manhood as we yelled at each other
You wanted me to gon' put my hands on you
Just to show you I love you
You know I can't jeopardize both our reputations
Despite what you say
Despite what you choose to do with yourself this summer
You're actin' out, you know you love to see me down
Stressin' over somethin' (Stressin' over somethin')

[Refrain: Drake]
You, you, you, you, you know
That's not the way to get over me
I don't know what you're sayin'
You, you, you know
That's not the way to get over me
You might also like[Pre-Chorus: Michael Jackson]
All of a sudden you say you don't want me no more
All of a sudden you say that I closed the door

[Chorus: Michael Jackson]
It don't matter to me
It don't matter to me what you say
It don't matter to me
It don't matter to me what you say

[Outro: Michael Jackson]
Girl, your love, you think you broke it
I'm leavin' you today, you broke my heart
Girl, your love, you think you broke it
I'm leavin' you today, you broke my heart63Embed","
ayy wild things youre doin at night
trips to wherever feels right
doin it all just to feel things
drinkings enough of a vice
drugs just arent suiting you right
you were just fine as a real thing thing

refrain drake
you you you know
thats not the way to get over me
i dont know what youre sayin
you you you know
thats not the way to get over me
prechorus michael jackson
all of a sudden you say you dont want me no more
all of a sudden you say that i closed the door

chorus michael jackson
it dont matter to me
it dont matter to me what you say
it dont matter to me
it dont matter to me what you say

verse 2 drake
i cant recover from our last conversation
you called me weak
and you tested my manhood as we yelled at each other
you wanted me to gon put my hands on you
just to show you i love you
you know i cant jeopardize both our reputations
despite what you say
despite what you choose to do with yourself this summer
youre actin out you know you love to see me down
stressin over somethin stressin over somethin

refrain drake
you you you you you know
thats not the way to get over me
i dont know what youre sayin
you you you know
thats not the way to get over me
you might also likeprechorus michael jackson
all of a sudden you say you dont want me no more
all of a sudden you say that i closed the door

chorus michael jackson
it dont matter to me
it dont matter to me what you say
it dont matter to me
it dont matter to me what you say

outro michael jackson
girl your love you think you broke it
im leavin you today you broke my heart
girl your love you think you broke it
im leavin you today you broke my heart63embed"
119,After Dark,"[Intro: Static Major]
Haha, haha
Yeah, ayy (After dark)

[Chorus: Drake, Static Major & Both]
In the whip solo
No one's gotta know (After dark)
Knockin' at your door
I don't gotta work anymore (After dark)
You can
Put your phone down, you're gonna need two hands (After dark)
You can't get enough
Girl, you know I set it up, for after dark
[Verse 1: Drake & Static Major]
Late night like Left Eye, I'm creepin'
Assuming the worst 'cause I haven't heard from you all weekend
Your silence is drivin' me up the wall, up the wall
I cannot tell if you're duckin' calls or missin' calls
'Cause you've been so patient
I drink on the job and smoke on the job
So, I don't know how serious you take it
Can't offer much more, you've heard it before
That narrative for me isn't changin'
I wanna make you a priority
I wanna let you know there's more to me
I wanna have your faith restored in me
I'll be on my way (After dark)

[Chorus: Drake, Static Major, Ty Dolla $ign, Drake & Static]
In the whip solo, no one's gotta know
(No one's gotta know) after dark
Knockin' at your door, I don’t gotta work anymore
(I don't gotta work no more) after dark
You can, put your phone down, you’re gonna need two hands
(Ooh yeah, ooh yeah) after dark
You can't get enough
Girl, you know I set it up, for after dark

[Verse 2: Ty Dolla $ign]
Late night, me and you, got you wet like the pool
Then I'm tryna dive in, put some time in, yeah
Get the vibe right, get your mind right
It's gon' be a long night (Ooh yeah)
Put your feet in this water, don't wanna get your hair wet
We've hooked up a couple times, we ain't took it there yet
You broke up with your man and ain't been with nobody else
You like, ""Fuck these niggas,"" rather keep it to yourself
He did you wrong, he left you down bad
Now you can't trust nobody
You said, ""Do anything, but just don't lie to me""
I said I ride for you, girl, you said you ride for me
Umm, pulled up to the show then we got ghost
And when it's after dark anything goes
","
haha haha
yeah ayy after dark

chorus drake static major  both
in the whip solo
no ones gotta know after dark
knockin at your door
i dont gotta work anymore after dark
you can
put your phone down youre gonna need two hands after dark
you cant get enough
girl you know i set it up for after dark
verse 1 drake  static major
late night like left eye im creepin
assuming the worst cause i havent heard from you all weekend
your silence is drivin me up the wall up the wall
i cannot tell if youre duckin calls or missin calls
cause youve been so patient
i drink on the job and smoke on the job
so i dont know how serious you take it
cant offer much more youve heard it before
that narrative for me isnt changin
i wanna make you a priority
i wanna let you know theres more to me
i wanna have your faith restored in me
ill be on my way after dark

chorus drake static major ty dolla ign drake  static
in the whip solo no ones gotta know
no ones gotta know after dark
knockin at your door i don’t gotta work anymore
i dont gotta work no more after dark
you can put your phone down you’re gonna need two hands
ooh yeah ooh yeah after dark
you cant get enough
girl you know i set it up for after dark

verse 2 ty dolla ign
late night me and you got you wet like the pool
then im tryna dive in put some time in yeah
get the vibe right get your mind right
its gon be a long night ooh yeah
put your feet in this water dont wanna get your hair wet
weve hooked up a couple times we aint took it there yet
you broke up with your man and aint been with nobody else
you like fuck these niggas rather keep it to yourself
he did you wrong he left you down bad
now you cant trust nobody
you said do anything but just dont lie to me
i said i ride for you girl you said you ride for me
umm pulled up to the show then we got ghost
and when its after dark anything goes
"
120,Final Fantasy,"[Verse 1]
Yeah, I never really
Talk about dick that I wanna give you or places I wanna get to
Neck grab, hair grab
Arch back, heart attack, cardiac
I need it nasty like, like Evil Angel, like Vivid
You know, nasty like how they give it
You know, I need you to be open like Kai's kitchen
That pussy kinda sound like waves hittin' (Kshh!)
Soothin', keep it right there, no movin'
Make my way around the bases-es
I wanna take you to oasises
Bein' honest, I don't really know what patience is
Ayy, freaky like the red leather Michael
Zombie revival, this ain't like you
This that new you, this ain't high school (Hi)
I like best when you're fresh faced and no foundation
Willin' and ready for the takin'
Earth-shatterin', groundbreakin'
Headscarf for after our relations
No judgment is our arrangement
Make that face up if you dare
But just be prepared that I am gonna cause that lipstick to smear
And the mascara tears to run down
I always need a glass of wine by sundown
I always get your ass over here somehow
I hope that the apocalypse is the only thing that doesn't come now, we’re one now
[Interlude]
Did somebody…
Who'd they say that baby look like?
Drake!

[Verse 2]
Cashed out, my neck is frozen
Careful when we're mixin' potion
Slashin' like Guns N' Roses
You got options, but I been chosen
To deal with you the way you like
The way you like it (Woo woo, woo woo)
To deal with you the way you like
The way you like it (Woo woo, woo woo)
Cashed out, my neck is frozen
Careful when we're mixin' potion
Slashin' like Guns N' Roses
You got options, but I been chosen
To deal with you the way you like
The way you like it, yeah","
yeah i never really
talk about dick that i wanna give you or places i wanna get to
neck grab hair grab
arch back heart attack cardiac
i need it nasty like like evil angel like vivid
you know nasty like how they give it
you know i need you to be open like kais kitchen
that pussy kinda sound like waves hittin kshh
soothin keep it right there no movin
make my way around the baseses
i wanna take you to oasises
bein honest i dont really know what patience is
ayy freaky like the red leather michael
zombie revival this aint like you
this that new you this aint high school hi
i like best when youre fresh faced and no foundation
willin and ready for the takin
earthshatterin groundbreakin
headscarf for after our relations
no judgment is our arrangement
make that face up if you dare
but just be prepared that i am gonna cause that lipstick to smear
and the mascara tears to run down
i always need a glass of wine by sundown
i always get your ass over here somehow
i hope that the apocalypse is the only thing that doesnt come now we’re one now
interlude
did somebody…
whod they say that baby look like
drake

verse 2
cashed out my neck is frozen
careful when were mixin potion
slashin like guns n roses
you got options but i been chosen
to deal with you the way you like
the way you like it woo woo woo woo
to deal with you the way you like
the way you like it woo woo woo woo
cashed out my neck is frozen
careful when were mixin potion
slashin like guns n roses
you got options but i been chosen
to deal with you the way you like
the way you like it yeah"
121,March 14,"[Intro]
Here we go
Yeah

[Verse]
Yesterday morning was crazy
I had to come to terms with the fact that it's not a maybe
That shit is in stone, sealed and signed
She not my lover like ""Billie Jean"", but the kid is mine
Sandi used to tell me all it takes is one time, and all it took was one time
Shit, we only met two times, two times
And both times were nothin' like the new times
Now it's rough times, I'm out here on front lines
Just tryin' to make sure that I see him sometimes
It's breakin' my spirit
Single father, I hate when I hear it
I used to challenge my parents on every album
Now I'm embarrassed to tell 'em I ended up as a co-parent
Always promised the family unit
I wanted it to be different because I've been through it
But this is the harsh truth now
And fairy tales are saved for the bedtime stories I tell you now
I don't want you worry 'bout whose house
You live at, or who loves you more or who's not there
Who did what to who 'fore you got here
Nah, look, I'm too proud to let that come between me and you now
Realize I gotta think for two now
I gotta make it, I better make it
I promise if I'm not dead, then I'm dedicated
This the first positive DNA we ever celebrated
I can't forget the looks on they faces
Got the news in Miami that now we all got ones that we raisin'
Tell Gelo bring some Mod Rosé and the Baccarats out
For our cheers to the next generation
But this Champagne toast is short-lived
I got an empty crib in my empty crib
I only met you one time, introduced you to Saint Nick
I think he must've brought you like twenty gifts
Your mother say you growin' so fast that they don't even really fit
But man, you know
I still had to get it for my boy though, you know
You haven't met your grandfather yet, that nigga a trip
He probably could'a did stand-up
Yeah, but at the same time, he's a stand up
And that's how you gon' be when it's time to man up
October baby for irony's sake, of course
I got this 11 tatted for somebody, now it's yours
And believe me, I can't wait to get a hundred more
Sorry I'm ventin', tryna cover ground
They said that in two weeks, you're supposed to come in town
Hopefully by the time you hear this
Me and your mother will have come around
Instead of always cuttin' each other down
God willin', I got a good feelin'
You got a good spirit
We'll talk more when you hear this, my G
[Outro]
I'm changing from boy to a man
No one to guide me, I'm all alone
No one to cry on
I need shelter from the rain, to ease the pain
Of changing from boy to a man
No one to guide me, I'm all alone
No one to cry on
I need shelter from the rain, to ease the pain
Of changing from boy to a man
I'm all alone
No one to cry on
I need shelter from the rain, to ease the pain
Of changing from boy to a man
Here we go again","
here we go
yeah

verse
yesterday morning was crazy
i had to come to terms with the fact that its not a maybe
that shit is in stone sealed and signed
she not my lover like billie jean but the kid is mine
sandi used to tell me all it takes is one time and all it took was one time
shit we only met two times two times
and both times were nothin like the new times
now its rough times im out here on front lines
just tryin to make sure that i see him sometimes
its breakin my spirit
single father i hate when i hear it
i used to challenge my parents on every album
now im embarrassed to tell em i ended up as a coparent
always promised the family unit
i wanted it to be different because ive been through it
but this is the harsh truth now
and fairy tales are saved for the bedtime stories i tell you now
i dont want you worry bout whose house
you live at or who loves you more or whos not there
who did what to who fore you got here
nah look im too proud to let that come between me and you now
realize i gotta think for two now
i gotta make it i better make it
i promise if im not dead then im dedicated
this the first positive dna we ever celebrated
i cant forget the looks on they faces
got the news in miami that now we all got ones that we raisin
tell gelo bring some mod rosé and the baccarats out
for our cheers to the next generation
but this champagne toast is shortlived
i got an empty crib in my empty crib
i only met you one time introduced you to saint nick
i think he mustve brought you like twenty gifts
your mother say you growin so fast that they dont even really fit
but man you know
i still had to get it for my boy though you know
you havent met your grandfather yet that nigga a trip
he probably coulda did standup
yeah but at the same time hes a stand up
and thats how you gon be when its time to man up
october baby for ironys sake of course
i got this 11 tatted for somebody now its yours
and believe me i cant wait to get a hundred more
sorry im ventin tryna cover ground
they said that in two weeks youre supposed to come in town
hopefully by the time you hear this
me and your mother will have come around
instead of always cuttin each other down
god willin i got a good feelin
you got a good spirit
well talk more when you hear this my g
outro
im changing from boy to a man
no one to guide me im all alone
no one to cry on
i need shelter from the rain to ease the pain
of changing from boy to a man
no one to guide me im all alone
no one to cry on
i need shelter from the rain to ease the pain
of changing from boy to a man
im all alone
no one to cry on
i need shelter from the rain to ease the pain
of changing from boy to a man
here we go again"
122,Champagne Poetry,"[Part I]

[Intro]
I love you, I love you, I love you
Until I, until I
I love you, I love you, I love you
Until I find a
Say the only words I know that you'll

[Verse 1]
I been hot since the birth of my son
I remain unfazed, trust, worse has been done
Man, fuck a valuation, show me personal funds
It's the pretty boys versus the petty boys
Sold that already, got a whole new set of toys
Shit is so surreal, Drizzy Drake, you better enjoy it
Nothing else bigger than the OVO letterman boys
Cashmere knits for the nighttime boat rides
Ollie got the first еdition parked up roadside
The only sign of strugglin' is coming from thosе guys
I'm tryna just relay what I can see through my own eyes
And nothin' tell the truth like the eyes will
Lived so much for others don't remember how I feel
Friends in high places and friends that are high still
Still managed to moonwalk straight through a minefield
And then I'll come back to tell you how that feels
Built this house for us all, pain in my back still
You niggas gassed up, you couldn't pay the
[Interlude]
I love you, I love you, I love you
Until I, until I
I love you, I love you, I love you
Until I find a
Say the only words I know that you'll

[Verse 2]
Champagne poetry, these are the effortless flows, supposedly
Something else is controlling me
Under her pictures live some of the greatest quotes from me
Under me, I see all the people that claim they over me
And above me, I see nobody
I'd have to be dead for them to say that you took it from me
The twenty percent of you that we own is my tootsie's money
Nigga, I'm wilding with your bread, you owe it to me
CJ grab racks out the bag and throw it to me
They don't want a problem with the boy, but it's goin' to be
Trust in my brothers is as strong as I know it should be
Future sign the contracts, he don't even show it to me
I don't have to second-guess nothing with no one I love
'Bout to build a second guest house 'cause we growing too much
Think I got to scale the love back 'cause

[Interlude]
I need you, I need you, I need you
I need to make you see
What you mean to me
Until I do, I'm hoping you will know what I mean
",
123,Papi’s Home,"[Intro: Drake & Montell Jordan]
I know that I hurt you
Yeah
I was a child trying to be a man
To all my sons worldwide
I walked out on my only son
All my juniors
I left you in your mother's hands
I apologize for my absence, I know I left you without an annual drop
And now I'm standing right here
I don't know how I expected you to get your clout up and get your money up, but
With tears, with tears streaming from my eyes
Don't worry
See your mother raised a fine young man
Daddy's home
And I know I missed so much of your life
Turn me up (Mario)
[Verse: Drake]
Yeah
Niggas know they need to stop
I'm standing at the top, that's how I know you never seen the top
Sierra Canyon parking lot lookin' like Magic City parking lot
Hear the talks when I walk by like you know it's over when we drop
Ayy, drop
Yeah, and I'm coming with the wop
Y'all niggas not poppin'
Fuck her, then she goin' shoppin'
Woah, I'm runnin' out of opps
They're runnin' out of options
Put 'em up for adoption
Sign my name on the dot
Ayy, this is not luck, baby, this no four-leaf, no horseshoe
I'm in the bank thinkin', ""Poor you""
I'm in New York goin' Jon Chetrit
Supermodels and they all sexy
Lock the door to the bathroom 'cause they doin' something that is not Pepsi
I'm just pourin' up the shots
I remember that I told you I miss you, that was kinda like a mass text
I remember that I told I loved you, that was really in the past tense
I remember that I told you I get you, truth is that I get around
Mentioned havin' us a kid, '42 hit, I tend to kid around
Yeah, on Benedict with the top down
Shorties out here gettin' knocked down
City coming off a lockdown
Rap niggas doing weak features for a pop artist 'cause they popped down
Used to wanna throw the Roc up, niggas know how I rock now
","
i know that i hurt you
yeah
i was a child trying to be a man
to all my sons worldwide
i walked out on my only son
all my juniors
i left you in your mothers hands
i apologize for my absence i know i left you without an annual drop
and now im standing right here
i dont know how i expected you to get your clout up and get your money up but
with tears with tears streaming from my eyes
dont worry
see your mother raised a fine young man
daddys home
and i know i missed so much of your life
turn me up mario
verse drake
yeah
niggas know they need to stop
im standing at the top thats how i know you never seen the top
sierra canyon parking lot lookin like magic city parking lot
hear the talks when i walk by like you know its over when we drop
ayy drop
yeah and im coming with the wop
yall niggas not poppin
fuck her then she goin shoppin
woah im runnin out of opps
theyre runnin out of options
put em up for adoption
sign my name on the dot
ayy this is not luck baby this no fourleaf no horseshoe
im in the bank thinkin poor you
im in new york goin jon chetrit
supermodels and they all sexy
lock the door to the bathroom cause they doin something that is not pepsi
im just pourin up the shots
i remember that i told you i miss you that was kinda like a mass text
i remember that i told i loved you that was really in the past tense
i remember that i told you i get you truth is that i get around
mentioned havin us a kid 42 hit i tend to kid around
yeah on benedict with the top down
shorties out here gettin knocked down
city coming off a lockdown
rap niggas doing weak features for a pop artist cause they popped down
used to wanna throw the roc up niggas know how i rock now
"
